epoch,fp,fc
500,0.4167662342939002,0.5832353163184598
501,0.4014539876696654,0.5985393148241565
502,0.44884039448341356,0.5511518573598004
503,0.4330695731863671,0.5669189768168144
504,0.40774818534238877,0.5922537688119337
505,0.41571990099619144,0.5842747454880737
506,0.4442180007421848,0.5557803329778835
507,0.45172862865496427,0.5482530597003642
508,0.4696152266030549,0.5303781111724675
509,0.4138951216440182,0.5861037070280872
510,0.467555797782843,0.5324492595903575
511,0.4602797708820435,0.5397171628056094
512,0.45757094830711137,0.5424289066111669
513,0.4485401659744093,0.5514509815355996
514,0.4149494789781602,0.5850489903707057
515,0.3929844229773153,0.607010862287134
516,0.4205360143215512,0.5794529041802161
517,0.4222240901531768,0.577763982040342
518,0.4408319251833018,0.5591509734047577
519,0.4206599725212436,0.579340041752439
520,0.45985387269000055,0.5401467253931332
521,0.48956942226795946,0.5104329973342828
522,0.4124882535002871,0.5875062241824344
523,0.41649488081136954,0.5835014848108403
524,0.4037836681300541,0.59621263156645
525,0.37045191708530184,0.6295443961111595
526,0.4287774264010659,0.5712230984424241
527,0.41632187763183537,0.5836793566914276
528,0.46222134480136445,0.537780648615917
529,0.46074674633404356,0.539248041898245
530,0.4641375681333011,0.5358618076198036
531,0.45119252210046396,0.5488011325706611
532,0.4265035028866259,0.5734982094279257
533,0.40953623820507346,0.5904587284079753
534,0.47117898350679754,0.5288325715018436
535,0.47678171226536503,0.523224253456574
536,0.4124871800186338,0.5875179346348159
537,0.409050988037925,0.5909377781441435
538,0.4373434036046092,0.5626661139968201
539,0.46537618350979754,0.5346172418229981
540,0.43997104829759337,0.5600350735662505
541,0.4448902535783418,0.5551078573061387
542,0.4341789435978353,0.5658106162009062
543,0.4723731173634587,0.5276239723071922
544,0.42218473651097155,0.5778193872654811
545,0.3978821919625625,0.602124880743213
546,0.45355305626631887,0.546451821558876
547,0.4595249614299973,0.5404766976647079
548,0.38074270345648986,0.6192462858580984
549,0.4790416942717275,0.5209746242873371
550,0.4261369582438783,0.5738714286786853
551,0.4205661438574316,0.5794299097632757
552,0.4351770074365777,0.5648256394907366
553,0.431039069205508,0.5689583514526021
554,0.441754306013172,0.5582461469213013
555,0.4326267560600536,0.5673673048825003
556,0.4545832256492577,0.5454048224716098
557,0.4263345726513944,0.5736677911912557
558,0.41757429364108245,0.5824308240530081
559,0.42093836951244157,0.579061878672801
560,0.422816756957327,0.5771760734845884
561,0.43959939439562734,0.560393812606344
562,0.4438168207363924,0.5561749067899655
563,0.4405517183081247,0.5594462875335011
564,0.4284295616557938,0.5715758689236827
565,0.42218644605440203,0.5778163963812404
566,0.42935614747024375,0.5706435995316133
567,0.4410801018989878,0.5589163394187199
568,0.4477068995240552,0.5522854627958441
569,0.4173489358382358,0.5826521805720404
570,0.47174766727315726,0.5282431238569552
571,0.45002416664210615,0.5499839649563364
572,0.41308277100280977,0.5869075812690516
573,0.45852070392575117,0.5414812302612699
574,0.4469828809890896,0.5530073604290373
575,0.4317852966609644,0.568223356725648
576,0.43369369890147935,0.566301451427862
577,0.43017799073146307,0.5698182544554584
578,0.4176232456274738,0.5823788826051168
579,0.4425487191637512,0.5574598580261226
580,0.40250973432615866,0.5974911747174337
581,0.45559224025724687,0.5443970896071186
582,0.48372466423577865,0.5162660876824521
583,0.4196745048138109,0.5803289949469036
584,0.4560361936932895,0.5439585807955882
585,0.43821231290115975,0.5617790802492527
586,0.45771389884350355,0.5422806157940068
587,0.44970772360189587,0.5502903246553614
588,0.4460550088480522,0.5539404923369875
589,0.42937960946233944,0.570622669205768
590,0.41161538218540955,0.5883746408519801
591,0.4411011480208981,0.558890461056726
592,0.4548156179758371,0.5451795702357777
593,0.42913573704921876,0.5708626127365278
594,0.45115696332046357,0.5488400871749036
595,0.43278884238097814,0.5672133417136501
596,0.44632710868667347,0.5536724398704246
597,0.4132376914677661,0.5867575685348129
598,0.4704591825362877,0.529539562871214
599,0.45840025389563377,0.5415883612073958
600,0.4256256025255425,0.5743687595892698
601,0.4469405733555323,0.5530718983290717
602,0.4039056075207191,0.5960700564090621
603,0.44354531973673145,0.5564517446298851
604,0.42906004014919746,0.5709398883115501
605,0.4012005456330371,0.5987696118932218
606,0.45941775108338334,0.5405844989791513
607,0.37952313686218986,0.6204738107323646
608,0.44460517095008983,0.5553833629342262
609,0.43093974410861846,0.5690644887214876
610,0.4111920063622529,0.588790669112932
611,0.4015605756858713,0.5984294845734257
612,0.4537246319805854,0.5462808759394102
613,0.4347752121726808,0.5652291833935306
614,0.47393939344307,0.5260638360324082
615,0.47214674173505045,0.5278035059501417
616,0.42519429647749346,0.5748130548530025
617,0.4281344614183763,0.571860554072191
618,0.4312517233472317,0.5687515660375356
619,0.43813197759838657,0.561863542238716
620,0.4182157592875592,0.5817810045112856
621,0.43507892956607974,0.5649203277431661
622,0.434084337145905,0.5659165971149923
623,0.44745018168818207,0.5525404083868488
624,0.47622280857583976,0.523771528886573
625,0.46249372727826993,0.537498537498177
626,0.42842022199089114,0.5715646095399279
627,0.42117710713431733,0.5788239501282806
628,0.4281650564345182,0.5718102602730505
629,0.44511919354757995,0.5548793051927351
630,0.4317906827753177,0.5682099838054228
631,0.4583502135830349,0.5416662657907
632,0.44961358859814937,0.5503930166037754
633,0.43785886032535926,0.562138265298563
634,0.42820834529324203,0.5717772694875021
635,0.44494507293151403,0.5550535854580813
636,0.44591512012761086,0.5540978634078055
637,0.4646386714599794,0.5353553588339127
638,0.3982518588693347,0.6017461641169348
639,0.3995298418699531,0.6004689963359852
640,0.3924218610790558,0.6075817956984975
641,0.4153789809011505,0.5846241161687067
642,0.4518310208931507,0.5481638373533496
643,0.44795147220691434,0.5520491611573379
644,0.43649528275767807,0.5635042916052043
645,0.44068542028428054,0.5593127280200133
646,0.4384163002081914,0.5615861301624682
647,0.4378292086959118,0.5621657251598663
648,0.4547410912805753,0.54522965181357
649,0.4455651667984057,0.5544304201788327
650,0.426300937916385,0.5736914842110127
651,0.41922897200433,0.5807728943624534
652,0.46146787893841973,0.5385297844748129
653,0.43276419575995534,0.5672321289405227
654,0.42009722714719827,0.5798905481534894
655,0.41662391361081974,0.5833688674448058
656,0.44150180184751664,0.5584866350260563
657,0.43969607684837686,0.5602992308023386
658,0.47264827038743534,0.527354309342336
659,0.4472630771479453,0.5527264558849856
660,0.4541405629057772,0.5458651323389495
661,0.41280416413763305,0.5871841476322152
662,0.4437733082511113,0.5562235810235143
663,0.408242396703572,0.5917548514239024
664,0.4107760691551084,0.5892269461043179
665,0.4274457640184846,0.5725746824964881
666,0.449505556782824,0.5504955799183517
667,0.4632254966261098,0.5367689276282909
668,0.4520682308751634,0.5479364284244366
669,0.460582819726842,0.5394028597162105
670,0.4111928118570358,0.5888097221869976
671,0.39779784592799844,0.6021988201397289
672,0.4231590318030794,0.5768190580169903
673,0.47655573633499443,0.5234429283952341
674,0.38402839294190927,0.6159580385521986
675,0.42678419817983015,0.5732166148873512
676,0.4590062431222759,0.5409849506919272
677,0.45032651831919795,0.5496755345957354
678,0.4812573526642882,0.518730008440325
679,0.46852905821637253,0.5314506974443793
680,0.3673990771229728,0.632596664451994
681,0.4301396884210408,0.5698513312457362
682,0.4206214685009036,0.5793789019962423
683,0.40101553707267157,0.5989836814324372
684,0.39883070087758826,0.6011624590630527
685,0.46172474276740105,0.5382655652216636
686,0.4458335883991094,0.5541694567922968
687,0.3926242409351107,0.6073815193842165
688,0.4233531221101293,0.5766476760680962
689,0.42574313644028733,0.5742564345832215
690,0.4621307199128205,0.5378687632601941
691,0.4195646439446136,0.5804205676261336
692,0.41975928177474997,0.5802437085652491
693,0.47648708942346274,0.5235132077056914
694,0.4479159619571874,0.5520950599148636
695,0.40724279474437935,0.5927587481535739
696,0.40818003430147654,0.5918149176286533
697,0.42095979493053165,0.5790125571156386
698,0.43217265411025435,0.5678160419035703
699,0.4255702521614148,0.5744286501989699
700,0.4781955333431324,0.5218065344472416
701,0.40519911036884876,0.5947910201223567
702,0.44541582397476304,0.554575100124348
703,0.4505645202222513,0.5494219256890938
704,0.4479293921763019,0.552069383560447
705,0.4008154872324667,0.5991851318138651
706,0.45103028828365493,0.5489596684428397
707,0.43672966593585444,0.5632694449368865
708,0.42559668987683835,0.5744071265717503
709,0.41140837041893974,0.5885929030028637
710,0.4169606254043174,0.58304345514116
711,0.4813740264219814,0.518623635401018
712,0.44270638763671744,0.5572813295491506
713,0.4735558738900727,0.5264322876207734
714,0.43238666859047953,0.5676171573728789
715,0.4110559171359637,0.5889393000048585
716,0.44079099539318123,0.5591970839485293
717,0.4365179597603128,0.5634599303244613
718,0.4482614570657347,0.5517193746886915
719,0.4545107853630907,0.5455032490030862
720,0.46602162427356236,0.5339788720110664
721,0.40177001944743096,0.5982338587916456
722,0.4146331472042948,0.585352867108304
723,0.42913557828753257,0.5708735644695117
724,0.4097862877440639,0.5902032670454355
725,0.44241614190803374,0.5575790569190576
726,0.44914535595271443,0.550833594192809
727,0.41563033247977726,0.5843782004673267
728,0.45500505332951435,0.5450047396429
729,0.4446399012292386,0.5553412605763879
730,0.44469108632139975,0.5553056542293052
731,0.4072209704678971,0.5927778578871221
732,0.41767028082118485,0.5823098106557154
733,0.4247878076774032,0.5752100421232171
734,0.45129305706650485,0.5487057841662317
735,0.4088794694223907,0.5911180021549808
736,0.4358124724321533,0.5641810280003119
737,0.4212646106639295,0.5787335450632963
738,0.40489751640561733,0.595100198140135
739,0.4362562879401958,0.5637296030813013
740,0.4336148585600313,0.5663924775854684
741,0.41163866179693287,0.5883541363570839
742,0.4430561887566,0.5569382902723737
743,0.3984899124606454,0.6015148921048967
744,0.45361324660188984,0.5463804888457525
745,0.4272637761931401,0.5727471166457326
746,0.447152046096744,0.5528541997633875
747,0.4464592656171885,0.5535373415693176
748,0.3942785263609221,0.6057109089381992
749,0.4141558524452557,0.5858453089254908
